Indicator,Values,State,LGA,Months,Year
Men A given,539,Jigawa,Garki,Nov,2020
Men A given,1185,Kaduna,Ikara,Nov,2020
Men A given,188,Adamawa,Toungo,Oct,2020
Men A given,519,Adamawa,Toungo,Dec,2020
Men A given,207,Delta,Oshimili North,Nov,2020
Men A given,895,Jigawa,Kafin Hausa,Nov,2020
Men A given,1721,Kano,Nasarawa,Sep,2020
Men A given,437,Delta,Bomadi,Aug,2020
Men A given,486,Osun,Iwo,Aug,2020
Men A given,1684,Kaduna,Giwa,Nov,2020
Men A given,1604,Kaduna,Sabon Gari,Aug,2020
Men A given,1034,Kano,Gaya,Nov,2020
Men A given,39,Plateau,Pankshin,Dec,2020
Men A given,821,Adamawa,Song,Nov,2020
Men A given,580,Jigawa,Yankwashi,Sep,2020
Men A given,585,Bauchi,Katagum,Oct,2020
Men A given,967,Bauchi,Katagum,Dec,2020
Men A given,926,Katsina,Kankara,Oct,2020
Men A given,996,Katsina,Kankara,Dec,2020
Men A given,734,Katsina,Bakori,Dec,2020
Men A given,336,Jigawa,Gumel,Sep,2020
Men A given,473,Katsina,Bakori,Oct,2020
Men A given,391,Adamawa,Maiha,Oct,2020
Men A given,1181,Kano,Bichi,Nov,2020
Men A given,592,Imo,Ihitte/Uboma,Nov,2020
Men A given,307,Adamawa,Madagali,Sep,2020
Men A given,856,Adamawa,Maiha,Dec,2020
Men A given,179,Osun,Egbedore,Oct,2020
Men A given,844,Kano,Rogo,Sep,2020
Men A given,357,Imo,Ideato North,Oct,2020
Men A given,327,Imo,Ideato North,Dec,2020
Men A given,254,Osun,Iwo,Nov,2020
Men A given,227,Osun,Egbedore,Dec,2020
Men A given,658,Oyo,Ona Ara,Aug,2020
Men A given,252,Oyo,Ibarapa East,Dec,2020
Men A given,321,Delta,Oshimili North,Aug,2020
Men A given,205,Oyo,Ibarapa East,Oct,2020
Men A given,93,Borno,Chibok,Sep,2020
Men A given,637,Delta,Ika South,Nov,2020
