Indicator,Values,State,LGA,Months,Year
029. Penta Vaccine - Doses Opened,63268,Lagos,State level data,May,2017
029. Penta Vaccine - Doses Opened,40195,Lagos,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,30,Lagos,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,10,Lagos,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,2140,Lagos,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,88380,Lagos,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,129168,Lagos,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,104684,Lagos,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,27959,Enugu,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,21325,Enugu,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,30029,Enugu,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,36281,Enugu,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,27008,Enugu,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,32068,Enugu,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,32394,Enugu,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,29678,Enugu,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,31939,Enugu,State level data,May,2017
029. Penta Vaccine - Doses Opened,28339,Enugu,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,30384,Enugu,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,32222,Enugu,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,32587,Kogi,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,20780,Kogi,State level data,May,2017
029. Penta Vaccine - Doses Opened,43284,Kogi,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,50753,Kogi,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,40230,Kogi,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,41894,Kogi,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,50664,Kogi,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,24443,Kogi,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,20348,Kogi,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,51164,Kogi,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,42470,Kogi,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,35159,Kogi,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,289,Katsina,State level data,May,2017
029. Penta Vaccine - Doses Opened,65,Katsina,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,200,Katsina,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,560,Katsina,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,182,Katsina,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,200,Katsina,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,8887,Katsina,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,12594,Katsina,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,14719,Katsina,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,27448,Katsina,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,21957,Katsina,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,37558,Osun,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,38113,Osun,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,40143,Osun,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,40887,Osun,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,38750,Osun,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,38498,Osun,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,52316,Osun,State level data,May,2017
029. Penta Vaccine - Doses Opened,39495,Osun,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,42944,Osun,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,41349,Osun,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,33770,Osun,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,37745,Osun,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,65763,Adamawa,State level data,May,2017
029. Penta Vaccine - Doses Opened,44200,Adamawa,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,55086,Adamawa,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,45980,Adamawa,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,43728,Adamawa,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,1500,Adamawa,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,46904,Adamawa,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,45097,Adamawa,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,44758,Adamawa,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,71230,Bauchi,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,77432,Bauchi,State level data,May,2017
029. Penta Vaccine - Doses Opened,70705,Bauchi,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,72190,Bauchi,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,82792,Bauchi,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,81396,Bauchi,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,71334,Bauchi,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,84150,Bauchi,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,67746,Bauchi,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,63559,Bauchi,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,68036,Bauchi,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,66624,Bauchi,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,49174,Borno,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,42790,Borno,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,38110,Borno,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,79704,Borno,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,384,Borno,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,70890,Borno,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,85658,Borno,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,250,Borno,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,1220,Borno,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,29024,Federal Capital Territory,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,27707,Federal Capital Territory,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,32189,Federal Capital Territory,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,112074,Kaduna,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,107343,Kaduna,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,101496,Kaduna,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,21216,Federal Capital Territory,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,21642,Federal Capital Territory,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,22548,Federal Capital Territory,State level data,May,2017
029. Penta Vaccine - Doses Opened,18452,Federal Capital Territory,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,19483,Federal Capital Territory,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,11504,Federal Capital Territory,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,26559,Federal Capital Territory,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,8559,Federal Capital Territory,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,22893,Federal Capital Territory,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,110719,Kaduna,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,104227,Kaduna,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,113744,Kaduna,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,108379,Kaduna,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,100065,Kaduna,State level data,May,2017
029. Penta Vaccine - Doses Opened,98390,Kaduna,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,118846,Kaduna,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,109117,Kaduna,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,103432,Kaduna,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,1809735,Federal Government,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,1779874,Federal Government,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,1795757,Federal Government,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,1272614,Federal Government,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,1611522.5,Federal Government,State level data,May,2017
029. Penta Vaccine - Doses Opened,1268261,Federal Government,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,1326150,Federal Government,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,1288286,Federal Government,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,1687503,Federal Government,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,1830493,Federal Government,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,1816367,Federal Government,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,1523163,Federal Government,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,43398,Imo,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,49593,Imo,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,45549,Imo,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,44980,Imo,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,58243,Imo,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,55105,Imo,State level data,May,2017
029. Penta Vaccine - Doses Opened,53119,Imo,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,54625,Imo,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,50699,Imo,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,49278,Imo,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,46691,Imo,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,56854,Imo,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,1510,Jigawa,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,260,Jigawa,State level data,May,2017
029. Penta Vaccine - Doses Opened,80,Jigawa,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,72560,Jigawa,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,42228,Jigawa,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,81820,Jigawa,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,59047,Jigawa,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,61756,Jigawa,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,47045,Ondo,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,47055,Ondo,State level data,Apr,2017
029. Penta Vaccine - Doses Opened,1630,Ondo,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,53701,Ondo,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,52249,Ondo,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,54098,Ondo,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,52116,Ondo,State level data,May,2017
029. Penta Vaccine - Doses Opened,55025,Ondo,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,46564,Ondo,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,49192,Ondo,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,49988,Ondo,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,47817,Ondo,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,450,Yobe,State level data,Mar,2017
029. Penta Vaccine - Doses Opened,130,Yobe,State level data,Feb,2017
029. Penta Vaccine - Doses Opened,572,Yobe,State level data,Jan,2017
029. Penta Vaccine - Doses Opened,31735,Yobe,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,30984,Yobe,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,190,Yobe,State level data,Jun,2017
029. Penta Vaccine - Doses Opened,90,Yobe,State level data,May,2017
029. Penta Vaccine - Doses Opened,30679,Yobe,State level data,Sep,2017
029. Penta Vaccine - Doses Opened,26010,Yobe,State level data,Dec,2017
029. Penta Vaccine - Doses Opened,26180,Yobe,State level data,Nov,2017
029. Penta Vaccine - Doses Opened,21817,Yobe,State level data,Oct,2017
029. Penta Vaccine - Doses Opened,33469,Zamfara,State level data,Aug,2017
029. Penta Vaccine - Doses Opened,44818,Zamfara,State level data,Jul,2017
029. Penta Vaccine - Doses Opened,40541,Zamfara,State level data,Jun,2017
