Indicator,Values,State,LGA,Months,Year
075. Men A Vaccine -  Opening Balance,10,Bauchi,Toro,Dec,2020
075. Men A Vaccine -  Opening Balance,-0,Katsina,Baure,Dec,2020
075. Men A Vaccine -  Opening Balance,4320,Borno,Maiduguri,Dec,2020
075. Men A Vaccine -  Opening Balance,410,Oyo,Ibadan South East,Dec,2020
075. Men A Vaccine -  Opening Balance,2300,Borno,Maiduguri,Nov,2020
075. Men A Vaccine -  Opening Balance,2120,Federal Capital Territory,Bwari,Nov,2020
075. Men A Vaccine -  Opening Balance,340,Katsina,Katsina,Nov,2020
075. Men A Vaccine -  Opening Balance,1980,Federal Capital Territory,Bwari,Dec,2020
075. Men A Vaccine -  Opening Balance,280,Katsina,Katsina,Dec,2020
075. Men A Vaccine -  Opening Balance,2040,Kaduna,Chikun,Nov,2020
075. Men A Vaccine -  Opening Balance,40,Anambra,Njikoka,Nov,2020
075. Men A Vaccine -  Opening Balance,130,Anambra,Njikoka,Dec,2020
075. Men A Vaccine -  Opening Balance,680,Kaduna,Chikun,Dec,2020
075. Men A Vaccine -  Opening Balance,100,Kano,Shanono,Nov,2020
075. Men A Vaccine -  Opening Balance,760,Taraba,Karim-Lamido,Dec,2020
075. Men A Vaccine -  Opening Balance,260,Kano,Shanono,Dec,2020
075. Men A Vaccine -  Opening Balance,710,Yobe,Tarmuwa,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Osun,Irewole,Nov,2020
075. Men A Vaccine -  Opening Balance,120,Bauchi,Zaki,Sep,2020
075. Men A Vaccine -  Opening Balance,640,Delta,Uvwie,Oct,2020
075. Men A Vaccine -  Opening Balance,140,Delta,Uvwie,Dec,2020
075. Men A Vaccine -  Opening Balance,90,Bauchi,Ningi,Nov,2020
075. Men A Vaccine -  Opening Balance,60,Kwara,Ilorin East,Sep,2020
075. Men A Vaccine -  Opening Balance,410,Delta,Uvwie,Nov,2020
075. Men A Vaccine -  Opening Balance,10,Osun,Ola-Oluwa,Dec,2020
075. Men A Vaccine -  Opening Balance,260,Bauchi,Alkaleri,Dec,2020
075. Men A Vaccine -  Opening Balance,92,Adamawa,Gombi,Nov,2020
075. Men A Vaccine -  Opening Balance,60,Nasarawa,Lafia,Dec,2020
075. Men A Vaccine -  Opening Balance,230,Borno,Monguno,Nov,2020
075. Men A Vaccine -  Opening Balance,190,Imo,Owerri Municipal,Dec,2020
075. Men A Vaccine -  Opening Balance,280,Bauchi,Ningi,Dec,2020
075. Men A Vaccine -  Opening Balance,190,Imo,Owerri Municipal,Nov,2020
075. Men A Vaccine -  Opening Balance,10,Osun,Ife East,Dec,2020
075. Men A Vaccine -  Opening Balance,200,Nasarawa,Doma,Dec,2020
075. Men A Vaccine -  Opening Balance,10,Oyo,Ibadan South West,Nov,2020
075. Men A Vaccine -  Opening Balance,110,Niger,Borgu,Dec,2020
075. Men A Vaccine -  Opening Balance,800,Kano,Kano Municipal,Dec,2020
075. Men A Vaccine -  Opening Balance,860,Yobe,Karasuwa,Dec,2020
075. Men A Vaccine -  Opening Balance,20,Delta,Ika South,Nov,2020
075. Men A Vaccine -  Opening Balance,30,Delta,Ukwuani,Dec,2020
075. Men A Vaccine -  Opening Balance,230,Oyo,Ibadan North,Nov,2020
075. Men A Vaccine -  Opening Balance,10,Delta,Ukwuani,Nov,2020
075. Men A Vaccine -  Opening Balance,2850,Borno,Hawul,Dec,2020
075. Men A Vaccine -  Opening Balance,420,Oyo,Ibadan North,Dec,2020
075. Men A Vaccine -  Opening Balance,20,Osun,Ayedire,Nov,2020
075. Men A Vaccine -  Opening Balance,400,Borno,Hawul,Nov,2020
075. Men A Vaccine -  Opening Balance,60,Yobe,Jakusko,Dec,2020
075. Men A Vaccine -  Opening Balance,220,Bauchi,Jama'are,Sep,2020
075. Men A Vaccine -  Opening Balance,470,Kwara,Ilorin East,Dec,2020
075. Men A Vaccine -  Opening Balance,70,Federal Capital Territory,Abaji,Nov,2020
075. Men A Vaccine -  Opening Balance,50,Kaduna,Igabi,Dec,2020
075. Men A Vaccine -  Opening Balance,4810,Federal Capital Territory,Abuja Municipal,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Osun,Ede South,Dec,2020
075. Men A Vaccine -  Opening Balance,40,Kaduna,Igabi,Nov,2020
075. Men A Vaccine -  Opening Balance,100,Federal Capital Territory,Abaji,Dec,2020
075. Men A Vaccine -  Opening Balance,860,Kwara,Ilorin East,Nov,2020
075. Men A Vaccine -  Opening Balance,4060,Federal Capital Territory,Abuja Municipal,Nov,2020
075. Men A Vaccine -  Opening Balance,1040,Edo,Egor,Dec,2020
075. Men A Vaccine -  Opening Balance,20,Kaduna,Kaduna North,Dec,2020
075. Men A Vaccine -  Opening Balance,740,Borno,Askira/Uba,Dec,2020
075. Men A Vaccine -  Opening Balance,360,Osun,Ilesa East,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Gombe,Dukku,Nov,2020
075. Men A Vaccine -  Opening Balance,380,Bauchi,Itas/Gadau,Nov,2020
075. Men A Vaccine -  Opening Balance,20,Adamawa,Girei,Nov,2020
075. Men A Vaccine -  Opening Balance,20,Katsina,Bakori,Nov,2020
075. Men A Vaccine -  Opening Balance,110,Bauchi,Itas/Gadau,Dec,2020
075. Men A Vaccine -  Opening Balance,210,Bauchi,Bogoro,Nov,2020
075. Men A Vaccine -  Opening Balance,1220,Bauchi,Zaki,Dec,2020
075. Men A Vaccine -  Opening Balance,290,Borno,Bayo,Dec,2020
075. Men A Vaccine -  Opening Balance,20,Osun,Isokan,Nov,2020
075. Men A Vaccine -  Opening Balance,400,Kano,Warawa,Dec,2020
075. Men A Vaccine -  Opening Balance,200,Borno,Bayo,Nov,2020
075. Men A Vaccine -  Opening Balance,60,Federal Capital Territory,Gwagwalada,Nov,2020
075. Men A Vaccine -  Opening Balance,680,Federal Capital Territory,Gwagwalada,Dec,2020
075. Men A Vaccine -  Opening Balance,340,Bauchi,Katagum,Dec,2020
075. Men A Vaccine -  Opening Balance,70,Jigawa,Kazaure,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Katsina,Jibia,Nov,2020
075. Men A Vaccine -  Opening Balance,140,Katsina,Jibia,Dec,2020
075. Men A Vaccine -  Opening Balance,10,Jigawa,Kazaure,Nov,2020
075. Men A Vaccine -  Opening Balance,40,Kaduna,Jema'a,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Imo,Orsu,Dec,2020
075. Men A Vaccine -  Opening Balance,210,Kano,Rano,Nov,2020
075. Men A Vaccine -  Opening Balance,480,Kano,Rano,Dec,2020
075. Men A Vaccine -  Opening Balance,480,Kano,Karaye,Nov,2020
075. Men A Vaccine -  Opening Balance,180,Kano,Dawakin Tofa,Dec,2020
075. Men A Vaccine -  Opening Balance,530,Kano,Karaye,Dec,2020
075. Men A Vaccine -  Opening Balance,30,Yobe,Fune,Dec,2020
075. Men A Vaccine -  Opening Balance,10,Anambra,Ogbaru,Dec,2020
075. Men A Vaccine -  Opening Balance,240,Kano,Garko,Nov,2020
075. Men A Vaccine -  Opening Balance,1250,Nasarawa,Karu,Nov,2020
075. Men A Vaccine -  Opening Balance,1730,Kano,Kumbotso,Dec,2020
075. Men A Vaccine -  Opening Balance,20,Oyo,Ibarapa East,Dec,2020
075. Men A Vaccine -  Opening Balance,40,Imo,Nwangele,Oct,2020
075. Men A Vaccine -  Opening Balance,300,Bauchi,Jama'are,Nov,2020
075. Men A Vaccine -  Opening Balance,80,Bauchi,Giade,Dec,2020
075. Men A Vaccine -  Opening Balance,110,Bauchi,Jama'are,Oct,2020
075. Men A Vaccine -  Opening Balance,2600,Enugu,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,1400,Kogi,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,2144,Enugu,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,1380,Enugu,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,1730,Enugu,State level data,Feb,2021
075. Men A Vaccine -  Opening Balance,1610,Kwara,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,870,Kogi,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,310,Plateau,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,340,Plateau,State level data,Sep,2021
075. Men A Vaccine -  Opening Balance,360,Imo,State level data,Apr,2021
075. Men A Vaccine -  Opening Balance,20,Imo,State level data,Aug,2021
075. Men A Vaccine -  Opening Balance,370,Imo,State level data,Jun,2021
075. Men A Vaccine -  Opening Balance,130,Anambra,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,4220,Rivers,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,140,Ekiti,State level data,Nov,2021
075. Men A Vaccine -  Opening Balance,5320,Rivers,State level data,May,2021
075. Men A Vaccine -  Opening Balance,2780,Bauchi,State level data,Mar,2021
075. Men A Vaccine -  Opening Balance,4030,Rivers,State level data,Jul,2021
075. Men A Vaccine -  Opening Balance,2290,Bauchi,State level data,May,2021
075. Men A Vaccine -  Opening Balance,80,Ogun,State level data,Feb,2021
